timestamp;sensor_id;value;unit
2025-05-28 14:16:34;1;21.350627128956944;°C
2025-05-28 14:16:34;2;57.365163041706495;%
2025-05-28 14:16:34;3;995.4327458024441;hPa
2025-05-28 14:16:34;4;978.8364038277447;lux
2025-05-28 14:16:44;1;20.514100073373818;°C
2025-05-28 14:16:44;2;58.19328364041875;%
2025-05-28 14:16:44;3;994.5013332516802;hPa
2025-05-28 14:16:44;4;977.7679031753934;lux
2025-05-28 14:16:49;1;42.70643455940086;°C
2025-05-28 14:16:49;2;57.63725435772202;%
2025-05-28 14:16:49;3;1003.3702802881701;hPa
2025-05-28 14:16:49;4;852.292233221004;lux
2025-05-28 14:16:59;1;43.59746709245649;°C
2025-05-28 14:16:59;2;56.800239543517925;%
2025-05-28 14:16:59;3;1003.406561623417;hPa
2025-05-28 14:16:59;4;856.3379042966502;lux
